2086.92153 14.502 0.006
2104.85361 14.517 0.006
2106.91348 14.512 0.006
2113.83393 14.519 0.006
2114.84820 14.505 0.006
2115.90842 14.512 0.006
2116.89452 14.515 0.006
2117.90023 14.526 0.006
2123.84320 14.518 0.006
2128.84777 14.523 0.006
2129.87992 14.522 0.006
2130.82878 14.524 0.006
2131.82228 14.514 0.006
2132.82847 14.524 0.006
2133.91705 14.521 0.006
2134.83340 14.517 0.006
2135.86858 14.519 0.006
2136.86775 14.513 0.006
2137.91239 14.518 0.006
2140.83763 14.514 0.006
2142.88455 14.501 0.006
2143.83858 14.509 0.006
2144.81010 14.499 0.006
2155.90109 14.473 0.006
2156.84762 14.471 0.006
2162.78389 14.455 0.006
2166.77868 14.464 0.006
2167.74947 14.465 0.006
2168.73598 14.466 0.006
2171.76202 14.464 0.006
2172.76860 14.461 0.006
2173.73069 14.465 0.006
2177.66232 14.467 0.006
2184.72372 14.473 0.006
2185.68718 14.472 0.006
2187.66977 14.467 0.006
2190.71373 14.466 0.006
2191.65554 14.452 0.006
2192.68396 14.454 0.006
2193.70496 14.461 0.006
2194.67620 14.453 0.006
2200.68718 14.469 0.006
2201.74231 14.472 0.006
2206.62815 14.477 0.006
2211.66680 14.484 0.006
2212.66586 14.489 0.006
2213.67685 14.491 0.006
2214.66322 14.494 0.006
2215.67850 14.502 0.006
2217.65616 14.500 0.006
2219.69933 14.509 0.006
2222.74855 14.516 0.006
2223.68828 14.517 0.006
2225.61782 14.528 0.006
2226.66414 14.528 0.006
2228.57957 14.526 0.006
2230.51686 14.511 0.006
2232.53064 14.531 0.006
2234.57271 14.528 0.006
2236.56221 14.521 0.006
2238.56759 14.521 0.006
2241.55440 14.512 0.006
2243.59267 14.511 0.006
2248.63710 14.488 0.006
2250.61151 14.490 0.006
2253.59101 14.470 0.006
2256.57329 14.461 0.006
2258.61374 14.458 0.006
2263.60502 14.468 0.006
2265.63101 14.467 0.006
2270.58923 14.478 0.006
2272.58728 14.479 0.006
2274.57113 14.494 0.006
2276.53865 14.494 0.006
2280.55122 14.511 0.006
2285.58971 14.533 0.006
2289.58665 14.545 0.006
2291.58735 14.544 0.006
2293.58791 14.546 0.006
2295.58425 14.543 0.006
2297.58741 14.542 0.006
2299.58389 14.534 0.006
2301.57657 14.525 0.006
2460.90851 14.458 0.006
2463.93761 14.463 0.006
2466.85945 14.471 0.006
2467.92334 14.479 0.006
2469.92262 14.470 0.006
2471.91215 14.478 0.006
2472.90223 14.470 0.006
2473.92843 14.473 0.006
2481.88768 14.475 0.006
2483.91131 14.472 0.006
2486.91145 14.476 0.006
2488.91341 14.484 0.006
2492.92571 14.485 0.006
2496.92549 14.481 0.006
2498.79675 14.496 0.006
2499.88173 14.492 0.006
2500.89014 14.492 0.006
2501.87689 14.496 0.006
2502.85706 14.497 0.006
2508.76765 14.517 0.006
2516.79912 14.537 0.006
2517.84587 14.546 0.006
2518.81819 14.542 0.006
2519.81645 14.538 0.006
2520.81462 14.541 0.006
2521.80778 14.552 0.006
2524.80631 14.551 0.006
2526.80011 14.554 0.006
2529.79635 14.559 0.006
2534.85695 14.562 0.006
2535.79458 14.553 0.006
2537.72465 14.554 0.006
2538.82549 14.558 0.006
2539.72265 14.554 0.006
2540.76541 14.541 0.006
2541.73454 14.536 0.006
2542.70435 14.536 0.006
2544.68455 14.527 0.006
2545.69781 14.525 0.006
2547.71580 14.521 0.006
2548.73404 14.510 0.006
2550.72932 14.498 0.006
2551.71584 14.493 0.006
2552.73183 14.485 0.006
2553.67260 14.489 0.006
2554.72497 14.480 0.006
2555.73288 14.477 0.006
2556.71196 14.472 0.006
2557.72450 14.466 0.006
2558.68095 14.468 0.006
2559.63798 14.463 0.006
2560.67095 14.458 0.006
2561.71657 14.459 0.006
2562.68930 14.449 0.006
2563.69722 14.451 0.006
2564.71362 14.448 0.006
2565.70935 14.446 0.006
2566.68429 14.441 0.006
2568.75335 14.443 0.006
2571.67013 14.442 0.006
2574.66321 14.444 0.006
2576.69796 14.437 0.006
2577.66299 14.444 0.006
2578.65052 14.449 0.006
2579.66106 14.447 0.006
2580.66917 14.447 0.006
2583.64121 14.465 0.006
2584.64769 14.459 0.006
2586.66313 14.469 0.006
2587.63100 14.472 0.006
2589.62189 14.479 0.006
2590.63867 14.483 0.006
2591.66483 14.485 0.006
2593.62810 14.490 0.006
2594.63411 14.494 0.006
2596.60776 14.503 0.006
2597.59493 14.509 0.006
2598.67513 14.512 0.006
2599.62921 14.518 0.006
2607.64930 14.552 0.006
2610.57065 14.557 0.006
2613.56455 14.559 0.006
2615.59498 14.556 0.006
2619.57948 14.561 0.006
2621.58853 14.559 0.006
2625.57120 14.554 0.006
2627.54189 14.542 0.006
2630.55615 14.526 0.006
2635.56986 14.496 0.006
2637.56475 14.500 0.006
2640.53508 14.481 0.006
2642.57483 14.485 0.006
2646.58618 14.482 0.006
2651.56047 14.486 0.006
2654.58456 14.482 0.006
2657.54036 14.486 0.006
2661.53687 14.477 0.006
2664.57735 14.477 0.006
2667.53616 14.477 0.006
2672.55530 14.455 0.006
2676.54550 14.448 0.006
2679.56021 14.449 0.006
2683.53877 14.441 0.006
2777.92553 14.427 0.006
2804.85406 14.405 0.006
2805.87134 14.404 0.006
2811.92647 14.422 0.006
2815.90009 14.441 0.006
2817.94873 14.451 0.006
2825.93196 14.469 0.006
2830.83926 14.471 0.006
2831.80886 14.466 0.006
2832.76957 14.464 0.006
2832.94747 14.458 0.006
2833.88741 14.464 0.006
2834.93806 14.463 0.006
2838.83943 14.455 0.006
2840.84711 14.451 0.006
2843.84842 14.440 0.006
2844.89415 14.439 0.006
2845.94117 14.439 0.006
2849.87768 14.423 0.006
2850.91043 14.420 0.006
2852.83903 14.423 0.006
2854.85034 14.423 0.006
2857.85776 14.421 0.006
2858.93138 14.412 0.006
2860.89731 14.421 0.006
2861.76875 14.423 0.006
2862.89217 14.424 0.006
2863.85684 14.422 0.006
2865.81655 14.434 0.006
2867.80597 14.436 0.006
2868.80956 14.445 0.006
2869.79609 14.447 0.006
2870.83760 14.453 0.006
2871.88072 14.457 0.006
2872.83755 14.456 0.006
2875.82839 14.472 0.006
2876.79780 14.474 0.006
2879.72431 14.481 0.006
2883.84753 14.485 0.006
2885.78286 14.483 0.006
2890.71377 14.473 0.006
2893.76519 14.460 0.006
2895.81442 14.455 0.006
2897.71794 14.457 0.006
2899.75560 14.453 0.006
2903.77136 14.454 0.006
2906.72361 14.462 0.006
2908.70062 14.464 0.006
2910.69548 14.469 0.006
2912.70084 14.473 0.006
2916.71358 14.490 0.006
2918.69046 14.492 0.006
2922.69044 14.507 0.006
2924.63142 14.505 0.006
2926.62544 14.518 0.006
2929.68661 14.520 0.006
2931.66256 14.536 0.006
2933.67302 14.535 0.006
2935.63736 14.549 0.006
2937.66296 14.547 0.006
2939.67843 14.570 0.006
2940.65556 14.573 0.006
2941.63083 14.576 0.006
2942.65562 14.575 0.006
2943.62697 14.588 0.006
2944.61135 14.581 0.006
2946.60608 14.600 0.006
2947.63769 14.593 0.006
2949.61876 14.596 0.006
2950.57032 14.607 0.006
2951.65088 14.600 0.006
2953.59882 14.595 0.006
2955.58392 14.610 0.006
2957.59754 14.608 0.006
2960.61667 14.623 0.006
2962.65182 14.618 0.006
2965.65449 14.624 0.006
2968.61683 14.629 0.006
2970.63565 14.632 0.006
2972.64021 14.646 0.006
2975.54830 14.628 0.006
2977.64410 14.637 0.006
2979.58399 14.636 0.006
2981.63128 14.631 0.007
2983.56480 14.621 0.006
2986.58140 14.611 0.006
2988.55338 14.609 0.006
2991.57953 14.592 0.006
2994.56595 14.567 0.006
2997.58066 14.551 0.006
3000.57236 14.532 0.006
3003.55468 14.523 0.006
3006.54197 14.511 0.006
3009.53724 14.504 0.006
3013.53965 14.509 0.006
3015.57491 14.503 0.006
3018.55200 14.493 0.006
3020.58772 14.505 0.006
3024.54039 14.495 0.006
3025.60001 14.493 0.006
3027.62550 14.488 0.006
3029.59718 14.496 0.006
3031.60201 14.487 0.006
3034.53225 14.487 0.006
3037.55144 14.489 0.006
3183.93344 14.459 0.006
3193.90132 14.462 0.006
3196.87341 14.459 0.006
3197.93581 14.461 0.006
3199.93449 14.468 0.006
3202.86127 14.455 0.006
3203.90135 14.466 0.006
3204.94686 14.451 0.006
3206.83917 14.453 0.006
3210.91514 14.455 0.006
3211.86974 14.459 0.006
3215.80488 14.463 0.006
3216.75078 14.451 0.006
3217.80073 14.457 0.006
3223.85690 14.448 0.006
3228.77557 14.448 0.006
3229.85740 14.443 0.006
3231.83890 14.438 0.006
3238.77575 14.432 0.006
3239.81930 14.423 0.006
3240.81200 14.424 0.006
3241.79549 14.414 0.006
3242.73945 14.412 0.006
3243.87206 14.410 0.006
3244.85067 14.416 0.006
3245.79842 14.394 0.006
3246.79117 14.385 0.006
3247.79953 14.386 0.006
3249.74984 14.373 0.006
3251.76341 14.378 0.006
3254.75108 14.385 0.006
